Name.of.institution,UnitID,Sector,OPEID,Calendar.system
Ross Medical Education Center-Kokomo,386472,9,3848300,Program
Ross Medical Education Center-Evansville,387660,9,10732932,Program
Ross Medical Education Center-Johnson City,387819,9,946600,Program
New England School of Hair Design,387925,9,2337200,Program
Milan Institute of Cosmetology-Amarillo,388043,9,2533602,Program
Milan Institute of Cosmetology-San Antonio Walzem,388520,9,3011600,Program
Milan Institute of Cosmetology-San Antonio Military,388663,9,3480300,Program
Milan Institute of Cosmetology-Fairfield,389727,9,1035600,Program
Milan Institute of Cosmetology-Visalia,389860,9,2173207,Program
Milan Institute of Cosmetology-Reno,390701,6,2491000,Program
Milan Institute of Cosmetology-La Quinta,390905,9,743700,Program
Milan Institute of Cosmetology-El Paso,391005,9,2180200,Program
Milan Institute of Cosmetology-Nampa,391333,6,730307,Program
Delta Beauty College,391546,6,1049018,Program
Everest College-Springfield,391564,3,1260609,Academic
Everest College-Ontario Metro,391759,3,961800,Academic
Eastern Oklahoma County Technology Center,392257,7,793800,Program
Schuylkill Technology Center,392354,7,793807,Program
Trend Setters' Academy of Beauty Culture-Louisville,392415,6,2092300,Program
Trend Setters' Academy of Beauty Culture-Elizabethtown,392798,6,1246200,Program
Trend Setters' Academy of Beauty Culture-Louisville,392840,6,3052000,Program
The Academy of Hair Design Six,393180,6,946607,Program
Fosters Cosmetology College,393524,9,2201806,Program
Intellitec College-Colorado Springs,393649,6,3010623,Program
Berks Technical Institute,393861,6,2610500,Academic
Career Technical College-Monroe,393977,6,3043200,Academic
Career Technical College-Shreveport,395195,6,2326800,Academic
New England Culinary Institute,395362,3,2253900,Program
Texas Vocational Schools Inc,395690,9,3128102,Program
Knoxville Institute of Hair Design,397270,9,488900,Program
Toni & Guy Hairdressing Academy-Santa Monica,397942,9,915700,Program
International School of Cosmetology-Toni & Guy Hairdressing Academy,398130,9,2241800,Program
Broken Arrow Beauty College-Broken Arrow,398574,9,450301,Program
Broken Arrow Beauty College-Tulsa,399212,9,3010610,Program
Arnolds Beauty School,399869,9,4051313,Program
Hays Academy of Hair Design,399911,9,972100,Program
Hays Academy of Hair Design,400080,9,3024300,Program
International Academy,400187,9,1326300,Program
Aveda Institute-Baton Rouge,401223,9,491000,Program
Avalon School of Cosmetology-Alameda,401339,9,821700,Program
Diesel Driving Academy-Shreveport,401481,9,491001,Program
Summit Academy Opportunities Industrialization Center,401764,8,2351901,Program
National University College-Bayamon,402563,3,3115000,Academic
National University College-Arecibo,402776,3,778000,Academic
National University College-Rio Grande,402800,3,372612,Academic
National University College-Ponce,403414,3,2546200,Academic
National University College-Caguas,403469,3,2173203,Academic
Huertas College,403478,6,3639300,Academic
Hair Professionals Academy of Cosmetology,403487,6,2119200,Program
Everest Institute-San Antonio,404037,9,1234800,Program
Everest Institute-Greenspoint,404055,9,2056803,Program
Everest Institute-Hobby,404073,9,790000,Program
Hair Professionals School of Cosmetology,404082,9,4112300,Program
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,404338,2,2217110,Academic
Faust Institute of Cosmetology-Storm Lake,404365,6,10732945,Program
Faust Institute of Cosmetology-Spirit Lake,404374,6,2269400,Program
Lake Career and Technical Center,404383,7,4177800,Academic
Miami Valley Career Technology Center,404426,7,2518500,Program
Yeshiva Derech Chaim,404499,2,3116200,Academic
Capri Institute of Hair Design-Brick,404505,9,3010618,Program
John Jay Beauty College,404514,9,2116000,Program
Helms Career Institute,404648,8,3115804,Program
Central Christian College of the Bible,404684,2,2100608,Academic
Exposito School of Hair Design,404718,9,481102,Program
Glenwood Beauty Academy,404806,6,2116006,Program
Stevensons Academy of Hair Design,404912,9,4157700,Program
Eastern Hills Academy of Hair Design,404994,6,2129003,Program
Western Hills School of Beauty and Hair Design,405012,6,2217109,Program
The Colorlab Academy of Hair,405021,9,2253901,Program
Pennsylvania College of Art and Design,405058,2,1151900,Academic
Southeastern Bible College,405076,2,2146800,Academic
Bucks County School of Beauty Culture Inc,405748,6,457901,Program
Life Pacific College,405854,2,4139300,Academic
AmeriTech College-Provo,405872,9,1235000,Program
AmeriTech College-Draper,405997,3,1181000,Academic
Eastern College of Health Vocations-Little Rock,406024,9,2090300,Program
Eastern College of Health Vocations-New Orleans,406033,9,4126502,Program
Columbiana County Career and Technical Center,406149,7,3830300,Academic
Rockland County BOCES-Practical Nursing Program,406194,7,2165200,Program
La James International College-Johnston,406200,6,719000,Program
Jenny Lea Academy of Cosmetology,406325,9,1162100,Program
Jenny Lea Academy of Cosmetology,406361,6,499203,Program
Concorde Career Institute-Miramar,406413,6,2616703,Program
Cabell County Career Technology Center,406422,7,3010603,Academic
Paul Mitchell the School-Knoxville,406486,9,4159700,Program
Mr Leon's School of Hair Design-Moscow,406495,6,2284306,Program
Mr Leon's School of Hair Design-Lewiston,406547,6,2100607,Program
Modern Welding School,407009,9,489813,Program
Hanover Public School District Practical Nursing Program,407054,7,2173206,Program
Community College of Aurora,407063,4,3272303,Academic
Sisseton Wahpeton College,407090,4,2616705,Academic
South Coast College,407142,6,2306300,Program
House of Heavilin Beauty College-Blue Springs,407151,9,2614204,Program
Santa Fe Community College,407179,4,2325100,Academic
Mr Wayne's School of Unisex Hair Design,407285,9,2093700,Program
Southern Technical College,407319,3,2614203,Academic
Cortiva Institute-Florida,407328,9,3027400,Program
Charles of Italy Beauty College,407355,9,3399300,Program
Mid-Atlantic Christian University,407391,2,2053700,Academic
High Plains Technology Center,407407,7,2056804,Program
Alhambra Beauty College,407425,9,2068300,Program
Lenape Technical School Practical Nursing Program,407434,7,740100,Program
Beauty Schools of America-Hialeah,407452,9,907900,Program
Beauty Schools of America-Miami,407461,9,4144800,Program
Beauty Schools of America-North Miami Beach,407470,9,2541000,Program
Beauty Schools of America-Homestead,407489,9,952300,Program
Beauty Schools of America,407513,9,3095500,Program
New Tyler Barber College Inc,407522,9,743000,Program
Interactive College of Technology-Chamblee,407568,6,2091700,Academic
Interactive College of Technology-Newport,407577,6,3022600,Academic
Interactive College of Technology-Morrow,407595,6,3123900,Academic
Interactive College of Technology-Gainesville,407601,6,2328500,Academic
Paul Mitchell the School-Huntsville,407683,9,4202800,Program
Hilltop Beauty School,407708,9,974811,Program
The Creative Circus,407726,6,4132700,Academic
Bayshire Academy of Beauty Craft Inc,407735,9,3079100,Program
University of Cosmetology Arts & Sciences-McAllen,407832,9,1284800,Program
University of Cosmetology Arts & Sciences-Harlingen,408039,9,723405,Program
University of Cosmetology Arts & Sciences-La Joya,408066,9,729700,Program
Little Big Horn College,408163,4,2349200,Academic
La Belle Beauty School,408312,9,2245505,Program
National Tractor Trailer School Inc-Liverpool,408385,9,2326300,Program
National Tractor Trailer School Inc-Buffalo,408394,9,3358303,Program
Raphael's School of Beauty Culture Inc-Niles,408729,6,723407,Program
Raphael's School of Beauty Culture Inc-Brunswick,408844,6,2100611,Program
Gwinnett Technical College,408862,4,2203900,Academic
American Hair Academy,409032,6,2337900,Program
Columbia Area Career Center,409069,7,4163700,Program
Pace Institute,409120,6,485300,Academic
Consolidated School of Business-York,409193,6,2055500,Program
Jolie Hair and Beauty Academy-Wilkes-Barre,409315,9,1016800,Program
Jolie Health and Beauty Academy-Turnersville,409537,9,2173209,Program
Kaplan Career Institute-Franklin Mills,409591,6,3031403,Program
Altoona Beauty School Inc,409670,9,2217105,Program
Cannella School of Hair Design-Chicago,409698,9,489812,Program
The Art Institute of Seattle,409874,3,2614206,Academic
Lansdale School of Cosmetology Inc,410070,9,489815,Program
Advanced Technical Centers,410256,8,765900,Program
Volunteer Beauty Academy-Madison,410283,9,1267000,Program
Volunteer Beauty Academy-Dyersburg,410496,9,293700,Program
Institute of Audio Research,410502,9,149914,Program
Everest College-Phoenix,410520,3,1049029,Academic
Everest College-Mesa,410788,3,3808300,Academic
Cannella School of Hair Design-Elgin,410797,9,489811,Program
National Academy of Beauty Arts-Farmington,410964,9,3804300,Program
Prince Institute-Southeast,411055,6,3654300,Academic
Prince Institute-Great Lakes,411684,6,2056802,Academic
Prince Institute-Rocky Mountains,412003,6,1086100,Academic
Charlotte Technical Center,412173,4,945913,Academic
Oehrlein School of Cosmetology,412535,9,3103300,Program
Automeca Technical College-Bayamon,412544,9,2306900,Academic
Automeca Technical College-Caguas,412599,9,2116011,Academic
Automeca Technical College-Aguadilla,413176,9,1040600,Academic
Automeca Technical College-Ponce,413343,9,2615001,Academic
Headlines Academy Inc,413413,6,2504900,Program
Design Institute of San Diego,413617,3,2218001,Academic
Headquarters Academy of Hair Design Inc,413626,6,3115802,Program
Everest College-Salt Lake City,413680,3,1194002,Academic
Everest College-Fort Worth,413778,6,2539100,Academic
W F Kaynor Technical High School,413802,7,489817,Program
Everest College-Bremerton,413820,6,2248207,Academic
Everest College-Everett,413839,6,2180202,Academic
Everest College-Tacoma,413848,6,2120700,Academic
Everest College-Earth City,413857,9,941900,Program
Withlacoochee Technical Institute,413866,4,2180108,Program
Turtle Mountain Community College,413884,2,3022602,Academic
Prism Career Institute-Upper Darby,413945,6,1260610,Academic
Ohio Valley College of Technology,413972,6,3390300,Academic
J Everett Light Career Center,414054,7,2616400,Academic
Mississippi College of Beauty Culture,414063,9,1050700,Program
American Educational College,414124,9,450303,Academic
Missouri Tech,414160,3,2287900,Academic
Platt College-San Diego,414452,3,2120800,Academic
Tri-Rivers Career Center,414461,7,3220300,Program
PJ's College of Cosmetology-Richmond,414489,9,3618300,Program
Parker University,414531,2,4060300,Academic
Florida Career College-Miami,414540,3,489814,Academic
Venango County Area Vocational Technical School,414559,7,4138200,Program
Kaplan College-Modesto,414568,6,4126500,Program
Kaplan College-Fresno,414586,6,3822300,Program
Professional Business College,414595,5,4167700,Academic
Fort Worth Beauty School,414708,9,2541900,Program
Platt College-Tulsa,414823,3,807100,Program
Platt College-Central OKC,414841,6,499202,Program
Platt College-North OKC,414869,3,2100502,Program
Platt College-Moore,414878,6,3120700,Program
Iowa School of Beauty-Ottumwa,414911,6,3010607,Program
George Stone Technical Center,414939,4,723402,Program
Masters of Cosmetology College,415039,6,723411,Program
American College of Hair Design Inc,415057,9,2178200,Program
Clovis Adult Education,415729,7,1148402,Program
Lancaster County Career and Technology Center,415774,4,1049020,Program
Paul Mitchell the School-Portland,415987,6,489800,Program
American School of Technology,416458,9,3821400,Program
Adult and Continuing Education-BCTS,416670,7,3010800,Program
Texas School of Business-North Houston Campus,416971,9,723406,Program
Texas School of Business-Friendswood,416980,9,500700,Program
La James International College-East Moline,417008,9,777900,Program
Cass Career Center,417062,7,1216601,Program
Westwood College-O'Hare Airport,417105,3,2614200,Academic
Westwood College-Northlake,417123,3,2614205,Academic
The School of Hairstyling,417132,6,3971300,Program
Schiller International University,417178,3,1031903,Academic
Empire Beauty School-Peekskill,417187,9,3157600,Program
Northeast Texas Community College,417248,4,3553300,Academic
Toledo Academy of Beauty Culture-East,417257,6,3096300,Program
Miami Lakes Educational Center,417275,4,2525600,Program
Connecticut Center for Massage Therapy-Newington,417318,9,2166400,Program
Connecticut Center for Massage Therapy-Westport,417327,9,3029200,Program
Connecticut Center for Massage Therapy-Groton,417381,9,4115600,Program
Maranatha Baptist University,417406,2,4130200,Academic
Concept College of Cosmetology,417442,9,489809,Program
Concept College of Cosmetology,417503,9,2289600,Program
American Institute of Technology,417549,9,3069500,Program
KD College Conservatory of Film and Dramatic Arts,417600,6,2572000,Academic
Toni & Guy Hairdressing Academy-Coeur D Alene,417628,6,499204,Program
Toni & Guy Hairdressing Academy-Boise,417637,6,974807,Program
Magnolia College of Cosmetology,417646,9,3626300,Program
Tidewater Tech-Trades,417655,9,499200,Academic
Westside Tech,417673,7,1234700,Program
Toni & Guy Hairdressing Academy-Atlanta,417682,9,1216602,Program
Professional's Choice Hair Design Academy,417716,9,3832304,Program
Pat Wilson's Beauty College,417725,6,4155200,Program
Allstate Hairstyling & Barber College,417734,6,941200,Program
Michigan College of Beauty-Monroe,417752,9,4130800,Program
Key College,417789,6,2217108,Academic
La Baron Hairdressing Academy-New Bedford,417804,9,754900,Program
La Baron Hairdressing Academy-Brockton,417831,9,499201,Program
University of Cosmetology Arts & Sciences-San Antonio Perrin,417840,9,2090200,Program
Kaplan College-Nashville,417868,6,2342700,Program
Kaplan College-Charlotte,417886,6,822103,Program
Fortis Institute-Cookeville,417910,6,3205300,Academic
Fortis Institute,417947,6,2234200,Academic
Fortis Institute-Miami,417992,6,2614202,Academic
Interface College-Spokane,418001,6,499205,Program
Meridian College,418010,6,2100505,Program
Sunstate Academy,418029,9,841700,Program
Pineville Beauty School,418038,9,2131600,Program
Moler-Pickens Beauty Academy,418056,6,4076400,Program
Emmaus Bible College,418065,2,3832301,Academic
Pioneer Pacific College,418083,3,2163500,Academic
Lebanon County Area Vocational Technical School,418126,7,3832303,Program
